,Reviews,Time
186, Awesome airport! Security line was fast and efficient. Tons of food options for those of us wanting a quick meal and a lot of space to sit if you end up coming early for your flight. One of the cleaner airports I've been to as well.,After
187," FOR AMERICAN AIRLINES. Due to everyone who works at the horrible airlines god awful work ethic they didn't check the plane properly for the two and a half hours it was here. Now were behind removed from the plane and forced to stand around causing us to miss an additional TWO flights. Every time I fly this airline there is always an issue and nothing you can do about it, because no matter what we still need to get to where we're going and the airline will still be up and running. No matter the inconvenience and god awful customer service. This airline is awful.",After
188, Mmmmm oh yah bet bet bet set set set mmmmmmmmmmmmmmmmm oh yah hot tamales gays Duhamel,After
189," Convenient, easy to navigate and decent shops/food places. The negative is the restroom situation. They smell nasty.",After
190," What a beautiful airport, and it looks fairly new. It's wide open, spacious, and clean. There are stores and restaurants worth visiting and checking out for sure. Definitely one of the nicer ones I've seen around.",After
191," Ride share pickup spot is way out of the way. Worst US airport design for the modern times. Just like the rest of Austin, no concern for transportation.",After
192, This airport smells like Pisss as soon as we walked inside Wtf going on here. Just didn't smell clean,After
193," I think our little airport is growing into very cool international hub. The food represents Austin in a small snapshot kind of way. The parking is by far cheaper than the surrounding park n rides, and we've never had an issue with long term parking being too full. The upgrade to the cellphone lot was nicely done. The gas is stupid expensive, so that seems a bit like a rental car trap - I would never get gas at an airport anyway.",After
194," The Frontier Airlines terminal is the worst I've experienced. It's isolated from the rest of the airport and is small with only 3 gates, ALL outside. Amenities? A little store with a full bar and a taco truck outside next to the tarmac. Heard good things about Austin TX but after this experience, makes me never want to fly here again.",After
200," As an Employee the biggest hassle of the day is the employee parking lot. I have to leave my house an hour before I get to work to be in traffic for half an hour, then to get to the employee parking lot and drive around for a few minutes looking for parking only to find it in the middle of nowhere, then I have to walk to the first shuttle bus stop because if I go to any other bus stop then the small shuttle buses that come around every 10-15 minute will be full. Mostly all the first half of the parking lot is full so even if I wanted to walk in the scorching heat, it would still take me about 20 minutes or so to walk to the actual airport. Some of buses do not have working AC and they're super cramped and  get filled up quickly. There have been SEVERAL times in which I have waited either in the horrible heat or the pouring rain for theseSmall buses to come pick me up. Allllll of the construction workers take up the first half of the parking lot and I constantly have to drive around looking for parking spaces. Not to mention that there are vehicle that I see parked for weeks on end in the same spaces and that I have witnessed the construction workers littering in the parking lot. A suggestions?1. Possibly use bigger buses with working AC during the peak times when you know several employees will be coming in.2. A. Have the construction workers commute or give them stickers for their vehicles and make them park at the last parking space.     B. Give the construction workers a different parking space. Because I pay to park here and it's completely unreasonable to ask me to have to drive around so much annd wait so long for buses that don't even have working AC units that can inevitably cause heat exhaustion.Thanks.",After
201," The luster of anything Austin is gone, all the local restaurants and anything that made this place unique has been removed and replaced with expensive restaurant options, the Wi-Fi is horrible and there is no easy transportation like a cart to help you get from one location to the next in this ever growing airport. The bathrooms are disgusting and never cleaned, long excessive lines from the moment you try to check in to the moment you want to buy food. Thousands of people it seems flying out and they can't get their s*** together. How disappointed I am in Austin.",After
202," Super easy airport to get in and out of, and the basic layout is pretty awesome.  Gates are easy to get to, good seating, great plug-in capabilities, and cool center isle shops and restaurants.  For a small airport, they did a great job!",After
203," Coolest US airport, the addition is really awesome! I hope the next time I'm Austin I depart on that end of the airport. It's so bright and well lit. The restrooms are amazing too. Live music keeps you entertained and gives AUS a unique touch and feel. TSA lines are manageable, TSA pre-check and CLEAR are both offered here. Free WiFi too.",After
204, The food options here are plentiful although currently they are renovating the side with gates 1-7 so you have to go towards the higher numbered gates to find anything good. I ate at a pizza place because I was all BBQED out but there are a few great BBQ options that I will try next time I'm in town.,After
205, Identifying the security checkpoints is surprisingly difficult at this airport. There are three of them spaced a ways apart and arranged in a way that makes ambulating between them -- and also through them -- a somewhat claustrophobic experience. Also the signage needs to improve to instill more confidence; am I at checkpoint three or checkpoint one? I have no way of knowing once I'm in line.Looks like the food options are good though.,After
206," Smaller airport, that is clean and efficient. Check in and TSA lines moved fast.  Baggage arrived in a timely manner. Car Rental is haul if you lots of bags. Getting in and out of the airport was easy, but lots of construction.  The only negative is the food prices, I have paid less at major airports in USA and Europe.",After
207, Such a nice airport! Very unique to the state. Looks like a ton of great restaurants to try and appears like it'd be very enjoyable as a layover location.,After
208," This is a fantastic regional airport!  Plenty of space, great food options, and diverse shops offering a little bit of everything ""Austin"" that you could ever want.  Since this is likely a ""destination"" airport rather than one where you'll be laying over while transferring from one flight to the next, they could get by with a lot less in the way of travel options but I think Austin has thought of their airport as part of the greater ""Austin Experience"" and it shows!I'm the type that always gets to the airport with plenty of time to spare and, between people watching, eating and shopping....the time flew by.  High ceilings (are you reading this Chicago O'Hare?) and wide walkways make it feel less crowded than most airports and bits of eclectic artwork here and there are fun to discover.While I don't think of any airport as a ""destination"" all by itself, this is one airport where I didn't mind spending an extra hour (or two) while waiting to catch my flight.",After
209," Currently under a lot of renovations, which is cool yet bothersome. Not sure if I like the new restroom signs, a lot of dudes seemed confused lol. I saw several men, including my husband nearly walk into the women's restroom. I do like all the artwork they have around, it's very cool.",After
210, Nice airport- they have a good commons area where they play live music and the gift shops have a good selection of souvenirs. I'd highly recommend the Salt Lick BBQ near Gate 21 if you want Texas style barbecue!,After
216," This airport itself is easy to get in  out.  The parking garage is another story . . .lol.  Not sure if it's always under construction or what the deal is.  Flew in  out 5 or 6 times and getting out to the highway was the hardest part.   This airport is clean and easy to get around  get luggage.  I've only met friendly people here, maybe that's Texas hospitality.",After
217," 2019 Update - 3.5 starsStill issues with ride share journey, but it looks like someone listened and they brought in some solid new food options. They also rolled out a full on Amy's ice cream which is fantastic. Pretty good dining options now but I hope they can add a couple fast food spots still. Also, while there's now a decent mix of places to eat, almost all of them are SO SLOW. You cannot get anything in under 10 minutes except Amy's and the convenience stores. I think it has something to do with the food service company they deploy, their workers are slow and lack any passion one would see at a real location of that restaurant. 2018 - 2 starsFor a city that has great food, this airport is a major joke. I fly out of here weekly and pull my hair each time I run late and don't get to eat elsewhere before arriving at the airport. They have all these wine stops and kitschy small places spots but no practical lunch or dinner food. Nothing fast. All disgusting places to eat. Will walk up and down the airport unimpressed. This is really frustrating. Also the shared ride pickup location and process here is unconscionable. Fix this airport and it's food dismal food options.",After
218," For a city that has great food, this airport is a major joke. I fly out of here weekly and pull my hair each time I run late and don't get to eat elsewhere before arriving at the airport. They have all these wine and beer stops and kitschy congested hipster hang out spots but no practical lunch or dinner food, and definitely no fast food spots. The food that is supposed to be uppity or quirky or whatever they're trying to go for tastes terrible. I wish I could just quickly order McDonald's or Chick Fil-A or something fast. You'll walk up and down the airport unimpressed and frustrated trying to find something to eat, unless you're a hipster who has 3 hours to sit around, drink beer, and waste time. Please fix this airport and it's dismal food options. Also please figure out a solution to your absurd shared ride pickup location and rental car facility location, and the general process of requesting a shared ride at AUS. It's literally over a 1/2 mile walk from baggage to get your ride or rental car.",After
219," I feel a little strange giving an airport four stars, but... the Austin airport is pretty great as far as airports go. Having said that, I've only made one trip in/out. But from what I experienced, I definitely wouldn't mind stopping here for a layover in the future. Layout seems pretty straight-forward, but the best part is the food. No major chains here, it all seems to be mini versions of local Austin restaurants. So cool! I will say, the prices are a bit steep. I'm pretty sure I paid $8 for a small bottle of water - but that's pretty much any airport for you. Also, to Danielle W. who writes ""it is TINY""and ""not a huge amount of food options""....ever been to Burbank?",After
220," AUS has one of the better food selections of any airports I've been in. It's a little strangely laid out, especially for getting out of it, but there's tons of local chains that have small restaurants in the airport, there are lots of good drinks, and things tend to be pretty on time.",After
221," ABIA is on the come up!!! Over the last year, they've spent a lot of time improving the environment and making it really say something about Austin. ALL of the restaurants, shops and stores are local and they're GOOD. No weird airport food gifts that you regret later. I actually enjoy coming to the airport now - I can sit and have a good glass of wine, a great plate or a shop while I wait for my flight.",After
222," No, no, no! This terminal is sooooo small. There are at least 300 people in this little area. One concession with a very long line to purchase a snack. We got here two hours before flight and there's nowhere to sit. Half of the people are just standing up and other are using the little floor space that's available including myself.",After
223," Austin's airport is Jekyll  Hyde.   Jekyll being the main terminal, and Hyde being the South terminal where Allegiant and Frontier fly out of.   The main terminal is modern, but the South terminal where the aforementioned fly into is miserable.  It will take you 10-15 minutes to make it back to the main terminal, with unreliable shuttle services.   We spent an hour waiting outside just to take the shuttle, then another :25 to get a rental car once we got to the main terminal.   Not ideals when you're adding another 1:45 to your trip after arrival.",After
224, It's an airport. It airports very well. But it is TINY. Like only 30 gates tiny. I will say the security line moves relatively quickly considering the size. Not a huge amount of food options but they have built up the cell phone lot so there is gas and food there too. Not bad but not great. Incredibly middle of the road airport wise. Be so careful as the cops are ALWAYS there trying to speed trap you.,After
225, Don't land at the south terminal. Waiting an hour for a shuttle to main terminal and rental cars,After
226," This review is only for all the Food Stores and Bars inside the Airport, in which the Airport Management allowed to operate. They're all serving pricey foods, drinks and other merchandise, coded $$ price mostly.All foodie stores serving Austin-Bergstrom International Airport (AUS) are locally owned Austin, TX food businesses. So as fashion stores and bars. Austin Airport management should have fast food chains (Wendy's, Burger King, Pizza Hut, Starbucks, Whataburgerthat caters to other international passengers, not only for local Austin residents/passengers. Trying to be unique? If so, food, drinks and dry goods merchandise being sold should be at reasonable prices.",After
232," Flying out of the main airport at ABIA has always been convenient. They have upgraded their art, have plenty of places to plug in and relax, Tables not attached to specific restaurants where you can sit and eat. The food selection is top notch with a good portion of the restaurants in a convenient ""food court"" setting. There's some more upscale ones sprinkled throughout. Easy place to kill time between layovers with some shopping. The updated restrooms are beautiful with the art right in the entrance of each one. Pick ups are a bit trickier. If you have someone picking you up you need to time it just right or your driver is going to get yelled at for parking. The last time I was picked up my sister had to circle the airport six times until finally just driving out of ABIA and parking at the Starbucks down the road until I had grabbed my luggage. I saw signs for designated uber/lyft/taxi pickups.",After
233," A great small airport, with ample seating and food options. Albeit it is under construction at the moment but only to allow for more terminals and food options. Long term parking is cheap and usually open. Security is pretty quick 20 minutes tops. Getting an Uber or lyft can be rough as you have to walk a decent ways from the terminal.",After
234," What's with the punishment gauntlet for rideshare (Lyft/Uber/Ride Austin) and taxi riders? Seriously effed up! It's way too hot in Austin to drag people through that, with no warning and very little signage. Is an air conditioned smooth floor tunnel on the way?? If not, and I doubt there is, this airport needs to come up with a closer pickup area quick (at least in the first garage).It's truly shocking that this awesome airport hands people their asses like this - as if to say, welcome to the best and worst of Austin, suckers!We got back late last night with our newborn baby, exhausted. Look up a Lyft, go outside, and there are no clearly marked signs. Asked an employee if there's a particular area to go. She says it's quite a walk. Go to the first garage, up the elevator, walk across that garage, into another garage, and wait there for a car.Had I ordered a car then, it would've left by the time we got to it. We lug all our junk, (thank god we got a cart) and our baby through the first garage. Every seamed ridge on the pavement, we have to stop and lift the cart over each hump. People without carts behind us are lined up and pissed. Baby's crying. We're all sweating our brains out, and it's only 11 pm. Imagine if it had been 95 degrees or hotter in the day! What happens when a human in a wheelchair passes? Does someone have to lift them up over each ridge as well? That's insane!Why are they torturing people for catching a rideshare or taxi? What about babies, old people, and folks with physical disabilities just trying to catch a ride? That's some poor planning. And heartless, too!Just fix it. And riders, you have been warned. Prepare to be amazed by how shockingly crappy it is!",After
235, Be prepared to walk and walk and walk.  With construction and the fact they close access points after 6pm it means you can have to go from one end to the other.  The taxi stand/ride share feels like it is in another zip code and really a pain in the ass to get to.  Thank goodness I travel alone - with kids that schlep would be terrible.   One hidden ATM (they swear there are two but one is always out of cash).  The plus is great food joints!   I am a 2 million miler so I live in airports - if it was not for the food and great staff they would get 1 star for how poorly planned/laid out it is.,After
236," This is a really nice airport!  I travel a lot and this is one of the most comfortable airports I've seen in the US.AUS offers a lot of different seating options - not just in dining areas, but at boarding gates.  It's something you rarely see...  tables and chairs - at a gate!  Also comfortable individual lounge chairs.  And my favorite - plenty of work desks and computer stations.    Ample outlets and charging stations.  They've truly made this a great place to get some work done.I also loved the interesting food and vending options...  lots of local restaurants instead of the usual chains.  And a Benefit vending machine in case you forgot to pack mascara.  No one really wants to hang out at an airport...  but if I had to, I wanna be stuck at AUS!",After
237," This is by far one of if not my favorite airport.  Maybe I am a homer, but in reality I probably spend less time there than any other airport so not sure if that is the case.It is always clean, the WiFi is easy and fast and they have been working hard the last few years expanding and improving.  Now for some the last bit would be a negative and I would agree the construction can be loud, irritating, and lack of options because of the renovation can be a pain.  However it has been fairly minimal in my experience and I think it is worth the wait.  Pro tips1. New parking garage is awesome2. Peach Tortilla is a must3. Waterloo records for your swag4. That Maya for your coffee 5. Know your terminals!! South Terminal is easy at least another 15 minutes.  Spirit, Frontier and other second tier I mean how many airports have this much live music and interesting art? Get there early and hang for a while.  Use one of the newer gates to get through quickly , as I rarely have an issue with security wait times.Just another gem in our city.  Love the fact this is how we say howdy and see ya in the capital of our great state! Good work ABIA!",After
238," What I love most about ABIA is that it's full of the city's vibrant culture. A bunch of new local food options, it's clean and modern. Always have had a pleasant experience from going through TSA lines through to checking out one of the places to grab food/drinks before getting on flights. They also have live music and bbq places on the terminal which is great.They've also changed the Uber/lyft pickups to the ground floor of the parking garage so that might be a bit confusing for returning visitors. Safe at all times of the hour and you get to enjoy what Austin has to offer! Overall a great spot!The airport is modern, clean and the staff is friendly! Plus its situated at a perfect place in Austin. It is fairly close to downtown Austin!",After
239," Hands down best airport in the world!!!! It's so Austin. First of all, I love the Austin airport because it's so close to the city. I leave my house and am at the airport and through security in ~30 mins. Coming from traveling mostly through Houston and Atlanta (which granted are obviously much much larger hubs, but still), this is huge. All of the restaurants at the Austin airport are local restaurants, which is awesome and also very keeping with Austin character. Not to mention, all of the food is actually GOOD. There's no wendy's, McDonald's, etc... literally none of that, there's only bomb Austin restaurants. There's live music at the Delaware North place, and it rings throughout the whole terminal. I feel like such a weirdo for raving about an airport this much, but seriously, it's the best!!!!! Also you rarely have to wait that long for security. This airport is one of a kind.",After
240," I have not traveled much but every time I've had I have had zero issues coming through this airport.   Their food options are pretty good with tacodeli and BBQ options but of course the prices are jacked up. Restrooms we clean enough and the terminals were clean too. Overall, just a short pass through and good to go.",After
241, It's a great airport I'm giving it 5 stars only because they are doing so much expansion and building once I get everything done it's going to be that much better,After
247," When it comes to airports , this is one of my favorites . I could take pictures of the creative food options or posh lounges but that's fluff. The best aspect: CLEAR PICKUP DIRECTIONS FOR UBER AND LYFT. This is the southern hospitality makes it a great airport",After
248, Leaving Austin is so hard but this airport is so fun!!! All the restaurants and bars are to die for. It's like a little bar crawl before your flight. They also have play areas for kids as well. Keeping Austin diverse,After
249," It's SUPER tough for just about any domestic airport to compete with my beloved PDX (Portland) but Austin did a DAMN good job of impressing this Portlandian!  My mom lives in Tennessee so she and I met in Austin for Mother's Day weekend and had such a great time! The terminals are easily walkable, there are tons of food and drink options, and the live music fits Austin perfectly.  Minus one star because, like almost every other airport (EXCEPT PDX!!), the prices are marked up simply because you're in an airport.  That's one of the things I love about PDX - STREET PRICING on all purchases!  The other reason is the ride share pickup location is a loooooong walk through parking garages and what not.  It would be great to walk outside from baggage claim and be picked up curbside.  But still, AUS is a great airport and I'd happily fly in and out of it depending on the trip!",After
250," Easy to navigate, plenty of food and shopping stores if you need to pass some time. Very clean considering the volume of passengers moving thru. TSA was quick and easy, plenty of folks to guide you thru and answer questions. Plenty of clean rest rooms, the car rental situation was well marked. Great signage- easy to find a rental (on site, no need for shuttle). Expansion is underway but you won't even notice.",After
251, Review of ABIA's arrival transportation option. Flat out they failed all their arriving customers when they decided to put the taxi/ride share providers so far away across a giant concrete parking lot that has no internet reception (ATT). You have been warned - either drive and park at the airport or get a family/friend to pick you up. Otherwise be prepared to sweat your ass off walking across the garage in TX heat to get to the taxi area and then not be able to use your phone so you'll be stuck with the traditional taxi services.,After
252," I would give it one star but the terminal has outstanding eats. I'm from Austin and recently experienced how incompetent the TSA staff really is. Was in the line for Checkpoint 3 and a staff member announce to the line that Checkpoint 2 was looking for people to check and it's a much faster line. So about 12 of us went over there, giving up our place in line at CP 3(checkpoint 3). When we all arrived at CP 2, they told us it was only for certain members and to go to CP 1. Went over there and that line is even longer than the line we left at CP 3! Went back to CP 2 and asked to be let in to the line for CP 2 and they refused even after I pleaded my case and told them what happened. The response when I told the woman I lost my place in line because someone said that CP 2 was open and all she said was ,""I gotta deal with that everyday."" She told me to go to CP 1. Well CP 1 had a much longer wait time than CP 3 as clearly displayed on the large screen in front of her(there are screens that will tell you the approx wait time per checkpoint). So instead of helping me out juuuust a bit and suggesting I go to CP 3 due to the shorter wait time, she just went into autopilot and told me to do the worst possible choice in that situation. So I wasted 11 minutes of my life and lost my place in line. I returned to CP 3 and saw the guy who asked for volunteers to switch lines initially and told him to stop sending people over there. He just replied ,""I just do what I'm told."" Wow. I can't stand TSA. They hire people who don't have to think about what they are doing and just go thru the motions. This is supposed to make me feel safer when TSA employs people who don't care about anything but clocking out and clearly hate their jobs. It would have been a simple gesture for someone to say they were sorry and maybe attempt to expedite the security process for the people who got out of line. I don't expect 5 star customer service from airport staff but good god what a sh*t show. Point is....don't go to checkpoint 2 if it's offered to you!!!! It's a scam! Maybe that's why they want you there two hours early. Because the incompetent staff will at some point f*ck up and slow you down. TSA is a joke and some moron wearing a cheap uniform and blue gloves doesn't make me or anyone else feel safer. In fact, when you hire people who don't give a sh*t, it is counterproductive to the desired goal.",After
253, I  love this airport!! I came in from DFW. It was so easy to find the restrooms!! Easy to get in and out of !! The terminals are easy to get to. Restrooms were clean!!,After
254," ABIA pales in comparison to some of the other international and domestic airports in the US and abroad but still fills me with hometown pride anytime I'm here. The airport is easy to navigate, even as it grows to accommodate our bustling city, has plenty of Texas staples (Rudy's BBQ, Amy's Ice Cream, etc) and even a dash of southern hospitality.",After
255," I was torn between a 3 or 4 star rating. But I chose four simply for the fact that it is very easy to navigate where you are and where you need to be, unlike some airports *cough* JFK *cough* where it feels like you are in maze with no way to get help. I had to take away one star  because, I'm sure as anyone knows who's been in Austin for more than 30 seconds. It's vegan vegan vegan. And same thing with the airport. That have taken so many great food places and replaced with some vegan/vegetarian place. And if you are wanting a nice non vegan meal, it'll cost you your left kidney. But as long as you come with food or eat good before coming, then you should be fine. Now onto security. It's not too too bad but it still isn't fun. Try to show up at least 2 hours early to get yourself situated. And last but not least by far, the damn currency exchange place that's right outside of security, they are THE BIGGEST scammers you will ever meet. I gave them 1000$ and purchased rubles. Only for him to hand me 750$ worth of rubles. Do not use them unless you absolutely need too. Most countries accept the big card companies such as master/visa etc. Hopefully this helps you figure out Austin airport a bit better and I hope you have a nice trip:)",After
256," It's hard to like an airport, but there's a lot to like about ATX.I've been to airports around the world, and they all have something different to offer.  I like ATX because it's a small airport (comparatively to other big city airports) and feels new inside.Going through airport security was quick and painless.  Once you're through you really just want to find a comfortable place to sit and maybe get some food.  There's a bunch of decent food options throughout the terminal.  There's also different seating options spread throughout....if you have time to kill and don't need to be sitting right in front of your gate.My favorite part of ATX was when I discovered they have bathrooms for dogs.  I have dogs but try not to travel with any of them because it's so difficult and inconvenient.  Even if you have a well behaved dog, they still need to go potty.I saw this sign for doggy restrooms and thought I would check it out....see attached pictures.  Really cool.  At least if I'm traveling to or from ATX I know it's a little easier to have a dog with me.Thanks ATX.",After
262," This is one of the cutest airports! They have great food options, clean bathrooms, convenient shopping and even live music. Sitting having a coffee near your gate and listening to a local band is a great way to end a hard working day in Austin!",After
263," Needs a Whataburger. And a Torchy's.  Don't @ me.Clean bathrooms, weird set up. Nice to walk up and down the concourse if you've got time to burn. International flight area is interesting to say the least.",After
264," I am sure this is a great airport if you are not stuck in South Terminal. This is a horrible set-up with only one small snack bar and over priced drinks. There is no connection to the main terminal which means when your flight is 3 hours delayed you get to sit in uncomfortable chairs touching elbows with strangers.Do not ever fly Frontier, Allegiant,  VIA to Austin, Texas.",After
265," Despite road construction, well designed, easy in and out. Clean friendly environment, truly a great airport experience",After
266, It's ok. They really don't need people playing music to keep the country music vibe of Texas alive. It's an airport. Eat before maybe. Just like... we get it it's Texas.,After
267," Great airport.  Several shops and eateries with pretty good options.  Security was fairly quick and the overall airport is pretty easy to navigate.  I do wish it was a little bit on the wider side since there are several parts of the airport and seem to be a little too narrow and feel a little squished.  Overall, good though.",After
268, Horrible little airport on the departure side. Internet service is buggy and v-e-r-y      s-lo-w. TSA lines are confused and contradictory.  PA announcements overlap.  And don't get me started on the massive Construction Zone all around the airport.,After
269, Easy in and out airport with great selection of food and just very easy to get around I'm a fan of this airport,After
270," bit  different than the last time i flew out of  there , this  was a international flight  to london    going though security the officer questioned what was in my carry on bag   finally got to pick out a tube of  toothpaste  it was to large  he said we only allow tubes 3/4 inch long  so i had to surrender it   he said i could have had 2 or nore smaller sizes but not one large one  ??  still trying to fiqure that out ..",After
271," Got a straight throu flight from here to ronald  reagan national airport dc  on southwest ( my airline of choice ) pretty  nice and clean airport , well laid out and not all that large . interesting feature of this airport it has a cell phone waiting  area (free of charge ) for  those planning  to pick up passengers, when the flight is in you are informed and you just drive on over to the terminal  saves a lot of frustration  and bunching on kerb side   .For those  traveling .parking is  $7 dollars a day  ** note ** parts of a 24 hour period are counted as a full day  so if   like us you were there for  4 days and  5  hours  it costs $ 35 .  shuttle bus to the terminal waited for us to park which was very considerate , althou  it  was a busy day the line  thou security didnt take more than about  15 mins they had at least 4 bays open.  coming back was the same story,  quick exit to the shuttle bus stop, we did not  have any  checked baggage and we were on the way home within half hour of landing  pretty good experiance both times  ,",After
272," I love this airport! Small, cute, and gets the job done. It's easy to navigate, and I love how they've infused Austin all over it, from Salt Lick to Amy's Ice Cream. All of the artwork around the airport adds to the Austin vibe as well.",After
278," I was only in the Austin airport briefly, but I am sure I will be back soon enough. Man oh man is this a cool airport. When I arrived in Austin and walked out of the terminal, I heard the sound of live music and followed it. I found this adorable little courtyard in the airport with a stage, a musician playing some tunes, a Moscow mule bar, restaurants that resembled food trucks and an area of stadium style seating and some picnic tables. It was so cool! I felt like I knew what Austin, TX was about before I even got out of the airport. The city didn't disappoint either. I can't wait to come back and hope to have more time to explore the airport next time!",After
279," The airport security here is extremely fast and efficient from my few experiences. They have a sign out front of the security check point with an estimated wait time like you'd see at Disneyland. My wait time here read 3-7 minutes and I found that to be accurate. They have a lot of restaurants and gift shops inside that'll keep you occupied for those longer layovers. Their food and alcohol selection is better than most airports. The airport is clean and modern. I saw ready-made sandwich stands, a tacos spot, a place that sold makeup and ornaments (though the ornaments were a whopping $44!) and a clothing shop that also sold backpacks. Getting an Uber here or ride share is a little different from other airports because the lot is far. You have to go out into the parking lot into the second floor and look for the correct colored column that corresponds with the Uber or Lyft you requested. The location is pretty far so you'll need to be prepared to walk. Do not call the Uber ahead of time while you're still in the terminal. Be sure to call it when you're at the actual pick-up location.",After
280," I'm a fan! We flew to the Austin airport from LAX and were impressed by how clean this airport was. This airport is obviously on the smaller side but very organized! We also really enjoyed the convenience of the airport. The Uber/Lyft pick up section at the parking garage was such a good idea! Basically there are different colored poles and numbers and you can select the corresponding one on your app. It made our rideshare pickup after our flight absolutely painless.We didn't eat at the Austin airport, but the food looked better than at most airports! I definitely would have gotten Salt Lick BBQ if I had been hungry, and maybe some dessert at Amy's Ice Cream after!",After
281, So I'd like to know what genius put the cell based car service pickup in the bottom of a parking garage where I had no cell coverage. Not to mention the hike to get there. Very frustrating.,After
282, I love to coming Austin for work and fun! The airport is very clean even during construction. The staff is always friendly and willing to help. The food offerings are diverse and a little different just like Austin. While they don't have Starbucks they do have this super cool coffee robot. Not a bad cup of coffee either. Check it out next time you are in the terminal waiting for your flight... it's between gate 18 an,After
283, I love to coming Austin for work and fun! The airport is very clean even during construction. The staff is always friendly and willing to help. The food offerings are diverse and a little different just like Austin. While they don't have Starbucks they do have this super cool coffee robot. Not a bad cup of coffee either. Check it out next time you are in the terminal waiting for your flight... it's between gate 18 and 15,After
284," I just had to be shuffled from the pick up area to the ""red zone"" in order to catch my Uber ride. WHY??? What a bunch of poppycock. I paid for my airfare just like everyone else. Why are we being punished? Whoever made this decision, you can stick it where the sun don't shine you bunch of heartless psychopaths. It's 0100  I'm exhausted. I have plenty of other flowery adjectives  nouns but I'd like for people to actually see my review. However, I'm going to perfectly clear that I'm super passed that ABIA is doing this. Boooooo!!",After
285," ABIA is such a cute little airport. So easy to navigate, quick check-in and security pass. A superior selection of local eateries to choose from. They have an AA Admiral's Club, which is always nice. Why only 3 stars then? 1.) I'm used to departing from a home port that has direct flights with no layovers (thanks mostly to SWA this is getting better at ABIA). 2.) Everything closes so early (even the AA Club). What is up with that? 3.) And, having traveled through many airports, WHY does it take SO LONG to retrieve checked baggage at ABIA (knocks down from a 4 to a 3 star review)? I've grabbed my bags faster at ATL, and that says a lot.I love ya ABIA, but sometimes I just don't like ya.",After
286," The worst updated airport in the US prior to getting past TSA. Narrow, poorly marked roads, slippery surfaces, check in gates have no flow design with people bumping into each other, TSA personnel yelling at everyone increasing the stress of flying and the list goes on.  Past TSA the food courts offer a good variety with cool design work.  However, select locations are blasting a variety of music while airlines are making announcements over the PA system, thus increasing the stress of flying once again.  If your renting a car and are filling up at the airport, pre-plan the route to the Texaco station at the airport.  Their are no obvious signs leading you to the roadway and getting back on the path will cost you up to 20 minutes while circling back.  Pay attention to the one cluttered sign pointing to the gas station.  Austin is well known for constant road construction and tight on/off ramps, but it gets much worse at the airport.  Get it together Austin!!   Not good when much larger airports offer easier  safer access.",After
287," This is a review for the TSA precheck people.Your appointment means nothing to them. They run behind? You get boned. I tried to do this in a lunch break but it takes almost a full hour just to drive round trip let alone park and get out of parking.If you guys won't honor appointments on the dot, get more people to do it. You can't just make appointments then throw people in front. Let the walk ins deal with it?",After
288, One of the better airports ive been to. Easy to return the rental car here. Bathrooms are nice towards gates 1-10. Tons of food options. The delta gates have good seating with a good amount of charging outlets.,After
294, Apparently the airport is going though a facelift as a result virtually all the food options are closed. Huge disappointment as I like to bring a meal onto my flight. Eat before you come to the airport!,After
295," ABIA is one of my favorite airports to fly in and out of, despite it not being a hub. Here's why:1. The airport is on the smaller side and the layout is very organized, with clear signage everywhere, and you can walk between any two points in the airport in under ten minutes.2. Water fountains and bathrooms at regular intervals.3. You're spoilt for choice with all the food options here- from the Peached Tortilla (Asian-Mexican style street food), Salt Lick (Breakfast! Tacos!), Berry Austin (froyo), and Amy's Ice Cream. There are a few high quality wine and cocktail bars, so it's a great airport to be stranded at, if it comes to that. Even the convenience/book stores inside have a distinct Austin flair, and are great options for picking up last minute souvenirs.4. The Rideshare and Taxi pickup points are outside the airport, in a parking garage structure, so even though it's a bit of a walk to get an Uber, it's much less of a clusterfuck.5. Live music in some public areas and the aforementioned wine/cocktail bars.Taking off one star because there aren't a lot of charging ports or electrical points, so charging your phone is a bit of struggle during peak hours.",After
296," If you like frou frou your in luck. The restaurants are all terrible and overpriced, but I get it keep Austin weird! Juice bars and every made up allergy friendly option your heart desires. It is clean but that's about all it's got going for it. It's not the Austin airport it use to be.",After
297," Signage sucks, traffic to and from the airport sucks, all the food options are local with no major restaurant choices.... I'm in Texas, can't get a Whataburger in the airport with normal prices??? Nobody from out of town cares that everything is local.... Who puts live music in an airport??? Is it really that important??? Saw someone playing the guitar to nobody in a corner just because the airport has to have live music. During a certain time, you can't hear announcements and it's just a cluster F**k when planes are delayed and everyone is getting drunk... If Austin wants to be top notch, this is not not a top notch airport.",After
298, Avoid security checkpoint 1!  Very slow and unorganized. They are constantly broadcasting found (left behind) property.They made me toss two containers that were allow in Atlanta.,After
299," Very clean airport! Easy to navigate and lines went by smoothly. The parking was incredibly easy. Came in around 4am for a 6am flight and there were multiple people directing you where to go. Since I was parking for 5 days I chose the ""long term parking"" with the economy price $8 per day. As soon as I parked multiple buses came up to pick us up and take us to the terminal. Would highly recommend this parking service. Make sure to call the day before because they do get full pretty easily.",After
300," Nice variety of restaurants, bars, and shops. Parking is usually pretty easy and I've only run into long lines once.",After
